medicine_name
"Nadroparin"
"Medroxyprogesterone acetate"
"Torasemide"
"Denosumab"
"Triptorelin"
"Diltiazem"
"Dextrose"
"Daratumumab"
"Deferoxamine"
"Minocycline"
"Doxofylline"
"Daunorubicin"
"Clostridium botulinum type A toxin-haemagglutinin complex"
"Degarelix"
"Hydralazine"
"Vitamin D"
"Enrofloxacin"
"Haloperidol Decanoate"
"Decitabine"
"Dalteparin"
"Ibuprofen"
"Fenbendazole"
"Urokinase"
"Paracetamol/Acetaminophen"
"Valethamate"
"Meloxicam"
"Doxylamine"
"Metamizole"
"Ferric Carboxymaltose"
"Insulin Lispro"
"Tenecteplase"
"Somatropin"
"Etanercept"
"Pegylated Recombinant Human Erythropoietin"
"Enalaprilat"
"Aflibercept"
"Disodium edetate"
"Ethinyl Estradiol"
"n-Butyl-2-cyanoacrylate"
"Sargramostim"
"Rocuronium"
"Treosulfan"
"Etoricoxib"
"Etodolac"
"Eribulin Mesylate"
"Glutathione"
"Exenatide"
"Trifluoperazine"
"Kanamycin"
"Promethazine"
"Methylergometrine"
"Succinyl Choline Chloride"
"Interferon Alpha 2B"
"Human Hepatitis B Immunoglobulin"
"Moxifloxacin"
"Nitroglycerin"
"Pentazocine"
"Insulin Aspart"
"Sodium Fluoride"
"Fentanyl"
"Fosphenytoin"
"Flumazenil"
"Flupenthixol"
"Iron Isomaltoside"
"Phenylephrine"
"Furosemide"
"Ibutilide"
"Lornoxicam"
"Ferrous Bisglycinate"
"Parnaparin"
"Fludarabine"
"Fluorescein"
"Fluconazole"
"Famotidine"
"Flucloxacillin Sodium"
"Pentoxifylline"
"Penicillin"
"Human Papillomavirus Quadrivalent (Types 6"
"Glucagon"
"Antithymocyte immunoglobulins"
"Somatostatin"
"Goserelin acetate"
"Granulocyte Colony Stimulating Factor"
"Ganirelix"
"Glatiramer Acetate"
"Lenograstim"
"Nalidixic Acid"
"Phytomenadione"
"Hyoscyamine"
"Bemiparin"
"Inactivated Hepatitis A Vaccine"
"Bacillus Calmette-Guerin"
"Menadione"
"Protamine sulfate"
"Fosfestrol"
"Pegylated Interferon Alpha 2B"
"Isoprenaline"
"Infliximab"
"Poliomyelitis Virus Type 1"
"Paliperidone"
"Durvalumab"
"Sumatriptan"
"Indomethacin"
"Thymosin alpha"
"Tinzaparin"
"Dexketoprofen"
"Nalbuphine"
"HUMAN PREMIX"
"Ixabepilone"
"Netilmicin"
"Oxyfedrin"
"Electrolytes"
"Inactivated Japanese Encephalitis virus protein"
"Sulfamethoxazole"
"Potassium Chloride"
"Vitamin K"
"Pembrolizumab"
"Triamcinolone hexacetonide"
"Carbazochrome"
"Ado-trastuzumab emtansine"
"Cefpodoxime Proxetil"
"Nicorandil"
"Ornidazole"
"Insulin detemir"
"Lacosamide"
"Clonazepam"
"Levofloxacin"
"Baclofen"
"Recombinant Human Luteinizing hormone"
"Molgramostim"
"Oxytocics And Prostaglandin E1   E2 And Products For Cervical Dilatation"
"Iopamidol"
"Levosimendan"
"Lansoprazole"
"Metoprolol Succinate"
"Lixisenatide"
"Ardeparin"
"Vitamin A"
"Metronidazole"
"Meningococcal Vaccine (Group A"
"Magnesium Sulphate"
"Mephentermine"
"Nicotinamide"
"Neostigmine"
"Reteplase"
"Methoxy polyethylene glycol-epoetin beta"
"Milrinone"
"Estradiol"
"Carbachol"
"Ulinastatin"
"Suxamethonium"
"Metadoxine"
"Messenger ribonucleic acid"
"Rifampicin"
"Neisseria Meningitidis Group A"
"Mitoxantrone"
"Propranolol"
"Trihexyphenidyl"
"Liver Extract"
"Naloxone"
"Sodium Chloride"
"Ramosetron"
"Nitroprusside"
"Eptacog alfa"
"Nefopam"
"Recombinant Human Erythropoietin Beta"
"Mepolizumab"
"Nartograstim"
"Calcium Chloride"
"Pancuronium"
"Norethisterone enanthate"
"Calcium Pantothenate"
"Ropivacaine"
"Nimesulide"
"Haemophilus Influenzae Type B Capsular Polysaccharide"
"Bacillus Calmette-Guerin strain"
"Nivolumab"
"Chromium"
"Dexamethasone Intravitreal Implant"
"Olanzapine"
"Recombinant Human parathyroid hormone"
"Rofecoxib"
"Placenta Extracts"
"Pneumococcal 13 valent Conjugate Vaccine"
"Pneumococcal Polysaccharide Vaccine"
"Pneumococcal Polysaccharide Conjugate Vaccine"
"Papaverine"
"Pertuzumab"
"Pethidine"
"Pegylated Interferon Alpha 2A"
"Parecoxib"
"Insulin Degludec"
"Rabies Human Monoclonal Antibody"
"Butyl Alcohol"
"Rubella vaccine"
"Methocarbamol"
"Risperidone"
"Testosterone Propionate"
"Menadione Sodium Bisulfite"
"Ringer's lactate"
"Rasburicase"
"Simethicone"
"Ritodrine"
"Haloperidol"
"Sirolimus"
"Voriconazole"
"Vaccine"
"Sodium Bicarbonate"
"Tetracosactide"
"Colfosceril Palmitate"
"Basiliximab"
"Yellow fever virus (live"
"Sodium Citrate"
"Sodium Stibogluconate"
"Secukinumab"
"Stanozolol"
"Ciclosporin"
"Sugammadex"
"Codeine"
"Secnidazole"
"Human adenovirus vector vaccine"
"Alcohol"
"Mono Ammonium Glycyrrhizinate"
"Dimethicone"
"Carboxymethylcellulose"
"Sucralfate"
"Temsirolimus"
"Sisomicin"
"Ozagrel"
"Golimumab"
"Erenumab"
"Thiamine Nitrate"
"Tetanus Immunoglobulin"
"Atosiban"
"Caroverine"
"Natalizumab"
"Thiotepa"
"Dehydroemetine"
"Atezolizumab"
"Theophylline"
"Thiamine mononitrate"
"Certoparin"
"Temozolomide"
"Bromelain"
"Iopromide"
"Liraglutide"
"Hydroxyethyl Starch"
"Morphine"
"Verteporfin"
"Ketoprofen"
"Valdecoxib"
"Coenzyme Q10"
"Live Attenuated Varicella-Zoster Virus"
"Zinc Chloride"
"Idarubicin"
"Daclizumab"
