brand
"Albutamol Neo Syrup"
"Alkof LS Syrup"
"Allercet Cold Syrup"
"Alex-L Cough Syrup Mango Sugar Free"
"Alaspan AG Syrup"
"Alex Junior DS Syrup"
"Alex Cold Syrup Berry"
"Ambrolite D Plus Syrup"
"Albutamol Syrup"
"Azithral-XL 100 Liquid"
"Ascodex DX Syrup"
"Ascodex Plus Syrup"
"Ambrodil-S Plus Syrup"
"Apilysin Syrup"
"App.UP Plus Syrup"
"Anti Cold Syrup"
"Alkof Syrup Orange"
"App UP Syrup"
"Acolate Kid Syrup Mango"
"Aziwok 100 Liquid"
"Ambropil BR Syrup"
"Acivir 400mg Syrup"
"Aldryl Syrup"
"Azibact 100 Readymix Oral Suspension"
"Aciloc-S Suspension Sugar Free"
"Aziwok-XL 200 Liquid"
"Aricef O 50mg/5ml Dry Syrup"
"Alka-PH Syrup"
"Ancool  SF Suspension"
"Aerodil-DX Syrup Raspberry Sugar Free"
"Ascodex SF Syrup Sugar Free"
"Alkazip Syrup"
"Alto's Citrasol Liquid"
"Ascodex D Syrup"
"Ambrox T Syrup"
"Azilide 100 RediMed Oral Suspension"
"Alkanil Syrup"
"Azee XL 100mg Dry Syrup Peppermint"
"Alzero M Syrup"
"Altime CF Syrup"
"Ambrolite Cold Syrup"
"Altonil Syrup"
"Alcof D Syrup"
"Alday Kid 5mg/5ml Syrup"
"Ambrodil-D Syrup Sugar Free"
"Abd Plus Syrup"
"Azivent-XL 200mg Rediuse Oral Suspension"
"Adcef Insta Use Syrup"
"Ampoxin Dry syrup"
"Amoxycillin 125mg Syrup"
"Azithro 100mg/5ml Suspension"
"Alkof AP Plus Syrup"
"ATM XL 100mg/5ml Syrup"
"Aptiquik Syrup"
"Apitone Plus Syrup"
"Alkamed Syrup"
"Azicip 200mg Oral Suspension"
"Alkorina Syrup"
"Adiflam Plus Suspension"
"Azithral JR Oral Suspension"
"Acuclav DS Syrup"
"Alkem Cold Suspension"
"Anset 4mg Syrup"
"Altacef Suspension"
"Alka KCL Syrup"
"Alkalith Syrup"
"Apetox Syrup"
"Alkof AP Syrup"
"Altime CF Syrup Sugar Free"
"Alday Kid Syrup"
"Ampoxin-CV Forte Dry Syrup"
"Alkapen Syrup"
"Azitus XL 200  Suspension"
"Ascoril D 12 Oral Suspension Orange"
"Add App 2mg/5ml Syrup"
"Ambrohist Plus Syrup"
"Azax 200 Suspension"
"Astha LS Syrup"
"Acifix Suspension"
"Azilide 200mg/5ml Dry Syrup"
"Azikem 200mg/5ml Suspension"
"Almox CV Syrup"
"Aziwok-XL 100 Liquid Refreshing Mango"
"Alcet 5mg/5ml Syrup"
"Ascodex BR Syrup"
"Ambrodil-D Junior Syrup"
"Aroxyl Syrup"
"Acolate DS Suspension"
"Azilide 200 Redimix"
"Azimax 100 Dry Syrup"
"Augmed 228.5 Oral Suspension"
"Apticyp Syrup"
"App L Syrup"
"Azivent 200mg Rediuse Suspension"
"Ambrosol Syrup"
"Actifed DM  Syrup"
"Aziclass 200mg Syrup"
"Atazis Syrup"
"Ambrex Syrup"
"Alday AG  Syrup"
"Acuclav 228.5mg Dry Syrup"
"Ambrocof LS Syrup"
"Apetiz Syrup"
"Alday Duo Syrup"
"Alkastar Syrup"
"Active Cold Syrup"
"Apitat Syrup"
"Alkazar Liquid"
"Ambroset-LS Syrup"
"Aristogyl-F Oral Suspension"
"Abendol Plus Syrup"
"Ambcet Syrup"
"Astagon Syrup"
"Azicip 100mg Oral Suspension"
"Azikind XL 200mg Oral Suspension"
"Act Syrup"
"Azithro 200mg/5ml Suspension"
"Alpicno 5mg/5ml Syrup"
"Ampoxin-CV 200mg/28.5mg Suspension"
"Ampilox C Dry Syrup"
"Alex+ Syrup"
"Angel S Syrup"
"Aldigesic P 100 mg/500 mg Suspension"
"AL Live Syrup"
"Apitop Syrup"
"Acolate M Kid Syrup Orange"
"Azithral Stat 250mg Oral Suspension"
"Azikind XL 100mg Oral Suspension"
"Azee 200mg Liquid Peppermint & Orange"
"Alusil Mps Oral Suspension"
"Asta-4 Syrup"
"Alernyl B Plus Syrup"
"Ambrolite D Sugar Free Syrup"
"Aptivin Syrup"
"Azifine 200mg/5ml Suspension"
"Admol Drop"
"Aldigesic P 50mg/125mg Oral Suspension"
"Alkamin 1.53gm Syrup"
"Acinil-O Oral Suspension"
"Ambrosol LS Syrup"
"Apeton Plus Syrup"
"Allercet-L Syrup"
"Aptirich Syrup"
"Azitus XL 100 Suspension"
"Ampicillin 125mg Dry Syrup"
"Appet Syrup"
"Aptiwell Syrup"
"Actiliv Syrup"
"Alertus Syrup"
"Alkatech Syrup"
"Apetizer Syrup"
"Azro 200mg Oral Suspension"
"Acutus Syrup"
"Azifine XL Suspension"
"Alerfri Syrup"
"Acutus-D Syrup"
"ALKAFRESH SYRUP"
"Alocet-XL 2.5mg/5ml/30mg/5ml Syrup"
"Azikem 100mg/5ml Oral Suspension"
"Almox 125mg Dry Syrup"
"Amitone Syrup"
"Appiliv Syrup"
"Actipar Syrup"
"Alwin Syrup"
"Antepar 750mg Syrup"
"Aplev M Oral Suspension"
"Aerodyn-T Syrup"
"Azivent-XL 100mg Rediuse Oral Suspension"
"Alpus Syrup"
"Aptsure Syrup"
"Alkacit Syrup"
"Almox DS 250mg Oral Suspension"
"Ancer LM Syrup"
"Apetone Syrup"
"Aptiz Syrup"
"Azimax XL 200mg/5ml Dry Syrup"
"Apigrow Syrup"
"Apetiz Plus Syrup"
"Alerfri P Syrup"
"Alkof Junior Syrup"
"Azibest 100 Suspension"
"Althrocin Forte 250mg Syrup"
"Alerid-D Syrup"
"Amicet Syrup"
"Amoclave  DS  Syrup"
"Azifine 100mg/5ml Suspension"
"Azivent 100mg Rediuse Oral Suspension"
"Alcinac-P Oral Suspension"
"Azibest 200mg/5ml Suspension"
"Augmed DDS Oral Suspension"
"Allerone Syrup"
"Azimax XL 100mg/5ml Dry Syrup"
"ATM XL 200mg/5ml Syrup"
"Ambril Syrup"
"Asozyme Syrup"
"Ampilox CV DDS Syrup"
"Acemiz Plus Oral Suspension"
"Acidcure Syrup"
"Acelopara Oral Suspension"
"Apipro Syrup"
"Arden MF Oral Suspension"
"Allercet 5mg/5ml Syrup"
"Adzutus D Syrup"
"Azito 200mg/5ml Oral Suspension"
"Amcold Syrup"
"Askof-LS Syrup"
"Aziclass 100mg Syrup"
"Aricof-D Syrup"
"Azicof Syrup"
"Abituss DX Syrup"
"AP-Fast Syrup"
"Acidip S Syrup"
"Aristogyl Suspension"
"Ambrolite S-SF Syrup Sugar Free"
"Alocet 5mg/5ml Syrup"
"Alerfri DS Suspension"
"Actizer Syrup"
"Altime CF Jr Syrup"
"Azysafe 100mg/5ml Syrup"
"Ambrovin LS Syrup"
"Alex+ Syrup Sugar Free"
"Albefate 1000mg Oral Suspension"
"Azileb 200mg/5ml Suspension"
"Altime LS Syrup"
"Alka C Syrup"
"Apimax Syrup"
"Amokav Duo Dry Syrup"
"Anaflam P 100 mg/125 mg Suspension"
"Apel G 2 mg/275 mg Syrup"
"Abituss-LS Syrup"
"ALCAINE MPS  SUSPENSION 540 MG/50 MG/10 MG"
"Apetite Syrup"
"Askoff D Syrup"
"Asmaril Syrup"
"Alastin AG Syrup"
"Abd 200mg Suspension"
"Aziford 200 Oral Suspension"
"Ambrotus C Syrup"
"Alkem Plus Syrup"
"Azro 100mg Oral Suspension"
"Adrex Syrup"
"Ambtic Cough Syrup"
"Averzine 25mg Syrup"
"Alpus LS Syrup"
"Apicare Syrup"
"Abitol Syrup"
"Allerone-M Oral Suspension"
"Artigesic 100 mg/162.5 mg Suspension"
"Apitane Syrup"
"Ascodex Mintz Ctz Syrup"
"Allerkast Syrup"
"Aurofort Opthalmic Suspension"
"Alencuf DX Syrup"
"Altracirol Syrup"
"Appcyp Syrup"
"Amotus Syrup"
"Axol Plus Syrup"
"Axol LS Syrup"
"Alfer Syrup Sugar Free"
"Alkatral Syrup"
"Activent Kid Syrup"
"AX Cold Syrup"
"Albutamol Plus Syrup"
"Azilay-XL 200 Oral Suspension"
"ATM XL 200mg/5ml Suspension"
"Amoxy Bill CV Dry Syrup"
"Alkasyp Syrup"
"Azitus 100mg/5ml Suspension"
"Apcyp-T Syrup"
"Alkorina Syrup Orange Sugar Free"
"Asthafen Syrup"
"Ambril Plus Syrup"
"Azitus 200mg/5ml Suspension"
"Alkapil Syrup"
"Alcid S Syrup"
"Acecloflam P Syrup"
"Ascotus Syrup"
"Alerfri AF Syrup"
"Admol 250mg Syrup"
"Apit Syrup"
"Amoxent 228 Dry Syrup"
"Apitus Syrup"
"Anti CC Plus Syrup"
"Azirapid 200mg Oral Suspension"
"Alkatis Syrup"
"Amgro Syrup"
"Amrol C Syrup"
"Alkarol 1.53mg Syrup"
"Alkaset Syrup"
"Allercof Syrup"
"Algina 125mg/5ml Syrup"
"Akuminic Syrup"
"Astha Paed Syrup"
"Algirest M Syrup"
"Alkatop Syrup"
"Alvikoff LS Syrup"
"Axid O Suspension"
"Aclonac P Syrup"
"Apliff Syrup"
"Aperise Syrup"
"Axodil 30mg Syrup"
"Asthmol-G Syrup"
"Apion Syrup"
"Alersafe Cold Syrup"
"Ambrohist S Syrup"
"Albid 200mg Syrup"
"Ace Plus Syrup"
"Alkapyrin Suspension"
"Albicaine Syrup"
"Aben Syrup"
"Apgest Syrup"
"Apiron Syrup"
"Azee 100mg Liquid Peppermint & Orange"
"As Xime CV Dry Syrup"
"Arisol Syrup"
"Abmef-DS Oral Suspension"
"Ascolix DX Syrup"
"Altos Syrup"
"Alizer 1.49gm Syrup"
"Alcon(Heal) Syrup"
"Azito Suspension"
"Abz 200mg Suspension"
"Alkawin 1.4gm/5ml Syrup"
"Avokuf D Syrup"
"Avril AF Syrup"
"Azrolid 200mg Syrup"
"Ambroxen-LS Syrup"
"Amcet Syrup"
"Atiza M Syrup"
"Aptic Syrup"
"Aximol-M Suspension"
"Apitise Syrup"
"Acicrol-O Oral Suspension Sugar Free"
"Adrovit Z Syrup"
"Andol 50mg Syrup"
"Azid 100mg/5ml Syrup"
"Apijen Syrup"
"Alokoff Syrup"
"Aptitrust Syrup"
"Azid 200mg/5ml Syrup"
"Azeein Oral Suspension"
"Aerosol 1.53gm Syrup"
"Alvikoff DX Syrup"
"Aroget Syrup"
"Ascam D Syrup"
"Aziford Syrup"
"AZIFAST 200MG READYMIX SYRUP"
"Azicure 200mg/5ml Syrup"
"Ascolex 5mg Syrup"
"Avigel O Oral Suspension"
"Ambrocet LS Syrup"
"Apipure Syrup"
"Ambrol TG Syrup"
"Amrox Syrup"
"Azikaa DS Syrup"
"Allwel CV Dry Syrup"
"Alcocid 1000mg/20mg Syrup"
"Apizen Syrup"
"Apisure 2mg/275mg Syrup"
"Azicip 250mg Suspension"
"Anihist Syrup"
"Apitize Syrup Sugar Free"
"Acitrol Syrup"
"Afra Z Syrup"
"Api On Syrup"
"Apewin LT 2 mg/275 mg Syrup"
"Aziter 200mg/5ml Suspension"
"Aceclomac Plus 50mg/5ml/125mg/5ml Syrup"
"Alersafe M Oral Suspension"
"Apitase Syrup"
"Alkal Syrup"
"Azrolid 100 Oral Suspension"
"Ambroza Syrup"
"Avolax Oral Suspension"
"Acetra Syrup"
"Allgel-O Oral Suspension Mint Sugar Free"
"Ampilox CV 200 mg/28.5 mg Dry Syrup"
"Apocid Advance Syrup"
"Alumcid MPS Oral Suspension"
"Aciloc 25mg Suspension"
"Aptidor Syrup Pineapple"
"Aptine Syrup"
"Ambrolid LS Syrup"
"Actidom 5mg Oral Suspension"
"Alkof SF Syrup"
"Ambro-Doz Syrup"
"Ambrolin-G Syrup"
"Aldecef 50mg Dry Syrup"
"Azilin XL 200mg Suspension"
"Ambrosal LS Syrup"
"Azi 200mg Oral Suspension"
"Aziter 100mg/5ml Syrup"
"Amdex Syrup"
"Axn Syrup"
"Alto X Syrup"
"Acio Insta Powder for Oral Suspension"
"Ace Cold Syrup"
"Allercet L 2.5mg Syrup"
"Azid XL 200mg/5ml Syrup"
"Apitaz Syrup"
"Ascolix Syrup"
"Alexin Syrup"
"Ambolev Plus Syrup"
"Azysafe 200mg/5ml Syrup"
"Avril-D Syrup"
"Axom Oral Suspension"
"Alkazen 1.37gm Syrup"
"Asthacure Plus Syrup"
"Alday Cold Syrup"
"Amcodex LS Syrup"
"Admol 120 Oral Suspension"
"Autitam Syrup"
"Azispas Suspension"
"Apizine Syrup"
"Askafex TR Suspension"
"Avokuf AM Syrup"
"Acedol Plus Syrup"
"Alkatrol Syrup"
"Anti CC Syrup"
"Apibest Syrup"
"Azinet 200 Oral Suspension"
"Amovix-CV Dry Syrup"
"Alfree 5mg/5ml Syrup"
"Agelite-LS Syrup"
"Airsurge Syrup"
"Aricold Oral Suspension"
"Augwin -DS Dry Syrup"
"Actifed Plus Suspension"
"Acebran BR Syrup"
"A 250 Suspension"
"Akof-D Syrup Sugar Free"
"Amburox Syrup"
"Alkolin Syrup"
"Acebrel Plus Syrup"
"Apter Syrup"
"AX Cool Syrup"
"Augduo Syrup"
"Astarest Syrup"
"Ashkoff Blue Syrup"
"Alernyl 5 mg/10 mg Syrup"
"Abcof D Syrup"
"Ambrocet Syrup"
"Axdil DX Syrup"
"Ancer AF Syrup"
"Alcid O Syrup"
"Adozyme Syrup"
"Arexol Syrup"
"Aldecef 100mg Dry Syrup"
"Altex Sugar-Free Syrup"
"Aniryl Suspension"
"Apfit Syrup"
"Appegain Syrup"
"Ambros GM Syrup"
"Arifate O Oral Suspension"
"Altoclav Duo Dry Syrup"
"Acuflu Syrup"
"Alkapot Syrup"
"Anuflo Syrup"
"Avigel-Mps Syrup Mint Sugar Free"
"Anticold Ace Syrup"
"Acelast 50mg/5ml Syrup"
"Amox CL 200 mg/28.5 mg Syrup"
"Atric Plus Syrup"
"Ambrodex-D Syrup"
"Astharil-DMR Syrup"
"Alepod CV Dry Syrup"
"Akuminic P Syrup"
"Anthel UP Oral Suspension"
"Amasid Suspension"
"Azam 200 Oral Suspension"
"Astharil-AS Syrup"
"Ambiril-LS Syrup"
"Asthelite PD Syrup"
"Atahist 10mg Syrup"
"Alkafirst Syrup Sugar Free"
"Apilex Syrup"
"Abiworm Suspension"
"Apivin Syrup"
"Agelite-DX Syrup"
"Alkarik Syrup"
"Alcimo Syrup"
"Aromentin Dry Syrup"
"Acemol MF Syrup"
"Active Junior Syrup"
"Agelite-D Syrup Sugar Free"
"Aptigreat Syrup"
"Avkof Syrup"
"Alercid M Syrup"
"Alkadryl-LS Syrup"
"Anadryl Syrup"
"Ambrolite XT Syrup"
"Apecyp Syrup"
"Arokast L Syrup"
"Alkem Plus Suspension"
"Altex Syrup"
"Alkavis 1.25gm Syrup"
"Albendol 400mg Suspension"
"Azid XL 100mg Syrup"
"Ancer LX Syrup"
"Altex -PD Syrup"
"Alkasil Syrup"
"Aapi Syrup Sugar Free"
"Asthabon 2mg Syrup"
"Avocold Syrup"
"Ambrodex L Syrup"
"Alkaflow Syrup"
"Ascovent 50mg/5ml Syrup"
"Alkoffin Plus Syrup"
"Ascodex AX Syrup"
"Amokav 200 mg/28.5 mg Dry Syrup"
"Alikast L Syrup"
"Anzicyp Syrup"
"Allercet AX Syrup"
"Appedine Syrup"
"Articlor 125mg Dry Syrup"
"Aciday Suspension"
"Ascodil LS Syrup"
"Algina 250mg/5ml Syrup"
"Aceclomax-P Oral Suspension Mango"
"Acrolax-LS Syrup"
"Aulcer OS Syrup"
"Amoclav-Forte Dry Syrup Orange"
"Arileev-M Syrup"
"Amphen 125mg/5ml Syrup"
"Acemiz Plus 5mg Suspension"
"Ampilox C 125mg/125mg Syrup"
"Anifer Syrup"
"Apiglow Syrup"
"Aperia Syrup"
"Amocare-CV Dry Syrup"
"Anflox Syrup"
"Anthex Syrup"
"Arotex 10mg Syrup"
"Arotone Syrup"
"Aptizeg Syrup Orange Sugar Free"
"Allerfin M Syrup"
"Almacaine Oral Suspension Sugar Free"
"Alocet-M Syrup"
"Azoflox OZ Syrup"
"Apsy Syrup"
"Algesic DS 250mg Syrup"
"Ambronier-D Junior Syrup"
"Appsure Syrup"
"Anabol Syrup"
"A-Rex Syrup"
"Alcyp Plus Syrup"
"Abrofyl Syrup"
"Acicot O Suspension"
"AB-Cef Dry Syrup"
"Appydone Syrup"
"Alkatis Liquid Ice Cream"
"Amotid Forte 250mg Syrup"
"Auger Duo Dry Syrup"
"Albutamol LS Syrup"
"Artigesic Plus Oral Suspension Pineapple"
"Agrus NS Syrup"
"Albidex Syrup"
"Ascodil BD Syrup"
"Avspas Oral Drop"
"Averflox MS Syrup"
"Alkabase Syrup Sugar Free"
"Aricid Suspension"
"Alokoff T Syrup"
"Accid-Ams Oral Suspension Sugar Free"
"Avrax LS Syrup"
"Anadryl  Syrup"
"Asolac Plus Oral Suspension"
"Alkafast Syrup"
"Ariminic Syrup"
"Avicof Syrup"
"Alben-Plus Oral Suspension"
"ASCODEX C 4MG/10MG SYRUP"
"Alcon Plus Syrup"
"Avrax D Syrup"
"Astharil-EX Syrup"
"Acutus-LS Syrup"
"Azicare 200mg/5ml Syrup"
"Aarcid Syrup"
"Anitus D Syrup"
"Actin Syrup"
"Aqualac Syrup"
"Alkagal 1.25gm Syrup"
"Aldicof DX Syrup"
"Apiboom Syrup"
"Axaril-LS Dry Syrup"
"Ancold Syrup"
"Appimet Syrup"
"A-Phyl 10mg/ml Syrup"
"Astoclav DS Dry Syrup"
"Albena 400mg Suspension"
"Aziflo 100mg/5ml Suspension"
"Abituss-A Syrup"
"Ambro PD Syrup"
"Arogat-P Eye Drop"
"Anthel 200mg Suspension"
"Amcid Syrup"
"Amy CV Dry Syrup"
"Antazit-O Oral Suspension"
"Amoxprl CV Dry Syrup"
"Azilin XL 100mg/5ml Syrup"
"Acepar Syrup"
"Aram Syrup"
"Appemor Syrup"
"Asthavent-BR Syrup"
"A Cold Suspension"
"Axaril-DX Syrup"
"Acirid 1.53gm Syrup"
"Acifate O Suspension"
"Allerhin D Plus Syrup"
"Amefur 100 mg/100 mg Syrup"
"Ainavent PD Syrup"
"Actofast Syrup"
"Aldezol DF Syrup"
"Atwork 5mg Syrup"
"Acecold Syrup"
"Azimo 200mg Oral Suspension"
"Apicyp Syrup"
"Aptimat Syrup"
"Appicet Syrup"
"Amroxil-CV 457 Dry Syrup"
"Anucaine Oral Suspension"
"Ambrovin Syrup"
"Ascolix LS Syrup"
"Arolin-XN Syrup"
"Appe Syrup"
"Asolac Syrup"
"Agt-Plus Syrup"
"Amthro 100mg Oral Suspension"
"Alkavin Syrup"
"Allerpose LM Syrup"
"Aptihigh Syrup"
"Assault 200 mg/500 mg Suspension"
"Alcet M Syrup"
"Augmentox Dry Syrup"
"Alcorim F Suspension"
"Ace 250mg Syrup"
"Amidol Syrup"
"Avcyp T Syrup"
"Ambroved TG Syrup"
"Aarsil Syrup"
"Axone O 100mg/5ml Syrup"
"Admagel Suspension"
"Apgain Syrup"
"Aldrex Syrup"
"Apicof AX Syrup"
"Azileb 100mg/5ml Suspension"
"Abrotus DX Junior Syrup"
"Auxi CV Dry Syrup"
"Antik Syrup"
"Alox Suspension"
"Albentin Syrup"
"Atcold CC Syrup"
"Apeat 2mg/5ml Syrup"
"Adikold Plus Oral Suspension"
"Agicof Syrup"
"Appitone Syrup"
"Alpha Zedex  Syrup 50mg/1.25mg/4mg"
"Ambronic Plus Syrup"
"Acicral O Oral Suspension"
"Axcet M Syrup"
"Adimont L Syrup"
"Azomycin 200mg Oral Suspension"
"Azinkya 100mg/5ml Suspension"
"Actoflox Forte Suspension"
"Apro Syrup"
"Actiflu Syrup"
"Aziwok 100mg/5ml Dry Syrup"
"Adzclav-DS Dry Syrup"
"Agcof Syrup"
"Aptee Syrup"
"Akcid Syrup Elaichi Sugar Free"
"Ambitus Syrup"
"Alkasure 1.37gm Syrup"
"AZ3 100 Liquid"
"Aziphar 100 Suspension"
"Appetixer Syrup"
"Aprise 2mg Syrup"
"Acicool-Mps Oral Suspension Mint"
"A-Bex Syrup"
"Abigel O Oral Suspension"
"Amefur D Suspension"
"Avenza Dry Syrup"
"Amoxyl Clav Dry Syrup"
"Aptirez Syrup"
"Algrot 30mg/5ml Suspension"
"Alger 5mg Syrup"
"Ambro GT Syrup"
"Alencuf AM Syrup"
"Adbrox Syrup"
"Aricef DS Syrup"
"Apistorm Syrup"
"Alersol P Syrup"
"Avoflox Syrup"
"Aeroway-D Syrup"
"Atanec 10mg Syrup"
"Apetron Syrup"
"Altipod 50mg/5ml Oral Suspension"
"Alert 180mg Syrup"
"Alkanate 1.4gm Syrup"
"Azitech 200mg Oral Suspension"
"Alexsia DX Syrup"
"Amerin-LS Syrup"
"Appiforte Syrup"
"Alkof A  Syrup"
"Ameto-LS Syrup"
"Ab-CV Forte Dry Syrup"
"Agedryl Syrup"
"Alciz M Syrup"
"Azomycin 100mg Oral Suspension"
"Acibro Syrup"
"Azil 200mg Syrup"
"Alrax 10mg Syrup"
"Apeline 2mg Syrup"
"Anacof Syrup"
"Ambromax Syrup"
"Alergin LX Syrup"
"Ardrox 125mg Syrup"
"Allekast-L Syrup"
"Ambroxen-LS Syrup Sugar Free"
"Alevict 2.5mg/5ml Syrup"
"Alernyl B 4mg/100mg/1mg/2mg Syrup"
"Ambo Syrup"
"Aplos Suspension"
"Atg Syrup Sugar Free"
"Azitas 200mg/5ml Suspension"
"Acuclav LB Dry Syrup"
"Alkacitrate 1.38gm Syrup"
"Azobat Syrup"
"Albela Syrup"
"Atazest 10mg Syrup"
"Acepark P Syrup"
"Axoriv T Syrup"
"Azorta 200mg Oral Suspension"
"Azidac 200mg/5ml Oral Suspension"
"Astagon LS Syrup"
"Albact 200mg Suspension"
"Aryl Syrup"
"Apectin T Syrup"
"AD Mox Syrup"
"Agcof D Syrup"
"Aziphar 200 Suspension"
"Anarex DX Syrup"
"Activa Syrup"
"Azbend IV Oral Suspension"
"Azax Liquid"
"Ambrokof Syrup"
"Azura 200mg Suspension"
"Agilax Syrup"
"Amexosyn Duo Dry Syrup"
"Amx O Oral Suspension"
"Acefile P Oral Suspension Pineapple"
"Amidryl AT Syrup"
"Appetidin Syrup"
"Acicol Syrup"
"Asta Q 50mg/1.25mg/4mg Syrup"
"Admol 125mg Syrup"
"Azin 200mg Syrup"
"Amvus DX Syrup"
"Actilist Syrup"
"Amcef 50mg Dry Syrup"
"Actual Syrup"
"Aricold DS Oral Suspension"
"Alkasar-C Syrup"
"Amter Syrup"
"Arcuf Plus Syrup"
"Aceclotp-P 50mg/125mg Suspension"
"Altime CF 2 mg/10 mg Syrup"
"Amvoryl Syrup"
"Acezine Plus Syrup"
"Apygain Syrup"
"Aretus-D Syrup"
"Apedin N Syrup"
"Ampracid Mps Syrup"
"Alkamox 125mg Syrup"
"Asmol 250mg Oral Suspension"
"AD-Cough Syrup"
"Arimol Suspension"
"Alsone Syrup Sugar Free"
"Amcuff Syrup"
"Alleto-LM Syrup"
"Altuss 10 mg/2 mg/10 mg Syrup"
"AC 200mg/28.5mg Syrup"
"Azu OD 100mg/5ml Syrup"
"Agrus Syrup"
"Acewell P Oral Suspension"
"Amoxylav CV Dry Syrup"
"Ambrofast Syrup"
"Alervo M Syrup"
"Acifate O Syrup"
"Atitone Syrup"
"Acugel Oral Suspension"
"Albidyne Syrup"
"Azal 200mg/5ml Syrup"
"AA HA Syrup"
"Apiup 2mg/275mg Syrup"
"Azinorm Oral Suspension"
"Alcold BM Syrup"
"Ambicof LS Syrup"
"Abrodyl Syrup"
"Alpa M Oral Suspension"
"AB Doxin 50mg Suspension"
"Azom Dry Syrup"
"Abixim 50mg Dry Syrup"
"Acticod Syrup"
"Ancer Syrup"
"Albemint 200mg Suspension"
"Asil Syrup"
"Acicol O Syrup"
"Axacuf Syrup"
"Asthacan Syrup"
"Avgesic P Syrup"
"Anicold Syrup"
"Ambro S 1.25mg/15mg Syrup"
"Azibact 100mg/5ml Suspension"
"Apty Syrup"
"Appitro Syrup"
"Albicold Syrup"
"Amoxobic DS Dry Syrup"
"Ambro-DM Syrup"
"Annoflox NZ Syrup"
"Aricof-AM Syrup"
"Arrow 50mg Suspension"
"AD 150mg/100mg Suspension"
"Anorexin Plus 2mg/5ml Syrup"
"Amcid Oral Suspension Mango"
"Acebrolin 50mg/5ml Syrup"
"Azindica 200mg/5ml Syrup"
"Algnil CF Syrup"
"Aziwar 100mg/5ml Syrup"
"Azicin Suspension"
"Airlin Syrup"
"Agelite-D Junior Syrup"
"Acmetin Suspension"
"Albenda 200mg Syrup"
"Avcaine Syrup"
"Ardin Syrup"
"Azithro 200mg Oral Suspension"
"Alzad 200mg Suspension"
"Abkill 200mg Oral Suspension"
"Apinez Syrup"
"Adlecof T Syrup"
"Azam 100mg/5ml Syrup"
"Adicoff Syrup"
"Aminol Drop"
"Alkanorm Syrup"
"Antima 100mg Syrup"
"Avlinctus Syrup"
"Agrikof BR Syrup"
"Ademol 250 Oral Suspension"
"Azicin 200mg Oral Suspension"
"Alfate 1000mg Suspension"
"Azile 100mg/5ml Syrup"
"Albicet M Syrup"
"AA M Syrup"
"Afliv Syrup"
"Azikaa 100mg/5ml Suspension"
"Aphexine DS 50mg Dry Syrup"
"Alvikof D Syrup"
"Ambicof D Syrup"
"Agroflox M Oral Suspension"
"Axn Dry Syrup"
"Abicold-Dmr Syrup"
"Asthatuff-DX Syrup Strawberry Sugar Free"
"Axidazole I Oral Suspension"
"Amoxolin CV DS Dry Syrup"
"Adwin P 125mg/5ml/5mg/5ml Syrup"
"Apeton 2mg/5ml Syrup"
"Aramox CV Dry Syrup"
"Axaril-AM Syrup"
"Albenz Suspension"
